^:<name=gwgz footnote=ck nocheck=true>	note
31.10	楚乃舍于城外。圍不置對者，恃有逆女一著，可以逞也。 ○以上是聘時事，以下是娶時事，敍二事一略一詳。蓋以上一段，引起下一段也。
31.11	去聲， ○楚欲以兵衆入鄭逆婦。
31.12	親迎何待以衆，其懷詐可知。
31.13	去聲。
31.14	然去聲。
31.15	請于城外，除地爲墠，以行昏禮。 ○按昏禮，主人筵几于廟，壻執鴈而入，以墠爲請，非禮也。
31.16	貺，賜也。豐氏，子石女也。公孫段食邑于豐，故稱豐氏。而，汝也。將使豐氏八字，是鄭君謂圍之詞。 ○說鄭命圍鄭重。
31.17	恭。
31.18	莊王，圍之祖。共王，圍之父。 ○說圍受命鄭重。
31.19	若于城外爲墠，使我在野以受賜。
31.20	輕鄭君之賜，而棄之草莽。 ○一「是」字。
31.21	逆女不得成禮，何顏復置身諸卿之列。 ○二「是」字。 ○兩句，應首段喚起下段。
31.22	疾撇上二「是」字。
31.23	蒙，欺也。大臣曰老。言告先君而來，不得成禮于女氏之廟，是使我欺其先君，而辱寡君之命，不得爲楚大臣。其無以歸國矣。 ○三句應二段。
31.24	小國有何罪，恃大國而不設備，實其罪也。 ○二句是立言主腦。
31.25	鄭之婚楚，本欲恃楚以安靖其國家，今楚以兵入逆，汝無乃包藏禍心以圖襲鄭。而，汝也。○一句喝破楚之本謀，妙。
31.26	鄭爲楚圖而失所恃，致使諸侯信楚者，皆以鄭爲戒，使無不恨楚之行詐者。 ○不說鄭憾楚，說諸侯莫不憾楚，妙。
31.27	距，亦違也。自此諸侯舉不信楚，而楚君之令有所壅塞而不行，此鄭恃楚以取滅亡所致，實鄭之罪也。所懼者唯此。
31.28	挑， ○若楚國無他意，則鄭之在楚，與守舍之人相類，豈敢愛惜豐氏之遠祖廟，而不以成禮乎。 ○以上直說出「請墠聽命」之故。
31.29	高。
31.30	櫜，弓衣也。垂櫜，示無弓也。
32.1	昭公十二年  左傳
32.2	Main|子革對靈王
32.3	靈王。
32.4	冬獵曰狩。州來，潁尾，二地皆近吳。
32.5	五子，皆楚大夫。
32.6	徐，吳與國。
32.7	乾谿，水名。自潁尾遣五大夫訖，卽自次乾谿，以爲兵援。
32.8	去聲。
32.9	秦所遺羽衣。
32.10	被，帔也。以翠羽飾之。
32.11	以豹皮爲履。
32.12	執鞭出以教令。
32.13	甫， ○楚大夫。
32.14	去聲， ○此等閒敍，若無緊要，然妝點濃色，正在此。
32.15	官名。
32.16	鄭丹也。
32.17	暮見曰夕。
32.18	捨。
32.19	妝點。
32.20	楚始封君。
32.21	齊太公之子丁公。
32.22	衛康叔子康伯。
32.23	晉唐叔之子。
32.24	周公子伯禽。
32.25	成王子。
32.26	問， ○齊、衛、晉、魯，王皆賜之珍寶，以爲分器。
32.27	楚獨無所賜。
32.28	禹鑄九鼎，三代相傳，猶後世傳國璽也。靈王欲求周鼎以爲分器，意欲何爲？
32.29	四字冷妙。
32.30	同「僻」。
32.31	篳路，柴車。藍縷，敝衣。
32.32	供。
32.33	以桃爲弓，以棘爲矢，爲天子共禦不祥之事。 ○寫楚與周疏遠。
32.34	成王之母姜氏，齊太公之女。
32.35	唐叔，成王母弟。周公，康叔，武王母弟。 ○寫四國是周親貴。
32.36	寶器所以展親，不得頒及疏遠。
32.37	今周與齊晉魯衛，皆服事楚，將唯楚命是聽，豈惜此鼎，而不以與楚？ ○故爲張大，隱見楚子之無君，冷妙。
32.38	陸終氏生六子，長曰昆吾，少曰季連，季連，楚之遠祖，故謂昆吾爲伯父，昆吾嘗居許地，許旣南遷，故曰舊許是宅。
32.39	此時舊許之地屬鄭。
32.40	求至遠祖之兄所居之地，更屬可笑。
32.41	冷妙。
32.42	不有天子，何有于鄭。妙論解頤。
32.43	去聲。
32.44	郎。
32.45	去聲， ○陳，蔡，二國名。不羹，地名。其地有二邑。言我大築四國之城，其田之賦，皆出兵車千乘。
32.46	預。
32.47	汝子革亦與有功焉。 ○帶句生姿。
32.48	又欲使天下諸侯，無不畏我，其心益肆矣。
32.49	冷妙。
32.50	復一句，妙。加敢不二字，尤妙。 ○三段寫楚子何等矜滿，寫子革何等滑稽，對矜滿人，自不得不用滑稽也。
32.51	工尹，名路。
32.52	戚。
32.53	秘。
32.54	鏚，斧也。柲，柄也。言王命破圭玉，以飾斧柄，敢請制度之命。
32.55	王入內，視工尹所爲。 ○連處忽一斷，妝點前後照耀，妙絕。
32.56	如響應聲。
32.57	子革以鋒刃自喻。言我自摩厲以待王出，將此利刃斬王之淫慝。 ○又生一問答作波，始知前「僕析父從」一句，非浪筆。
32.58	扶又切。
32.59	去聲。
32.60	倚相，楚史名。
32.61	《三墳》，三皇之書。《五典》，五帝之典。《八索》，八卦之說。《九丘》，九州之志。倚相能盡讀之，所以爲良史。○恰湊入摩厲以須吾刃下。
32.62	周穆王乘八駿馬，造父爲御，以徧行天下。欲使車轍馬跡，無所不到。
32.63	債。
32.64	韶。
32.65	謀父，周卿士。祈父，周司馬之官。招，其名也。祭公力諫遊行，故借司馬作詩，以止遏穆王之欲心。此詩逸。
32.66	支。
32.67	祗宮，離宮名。穆王聞諫而改，故得善終于祗宮，而免篡弒之禍。
32.68	煙。
32.69	《祈招》之詩，是穆王近事，遠，謂《墳》、《典》諸書。 ○俱是引動楚子之問，可謂長于諷喻。
32.70	陰。
32.71	愔愔，安和貌。式，用也。言祈父之性安和，用能自著令聞矣。
32.72	亦當思我王之常度，出入起居，用如玉之堅，用如金之重。
32.73	若用民力，當隨其所能。如治金制玉，隨器象形，而不可存醉飽過度之心。 ○着意在此句，利刃已斬。
32.74	「執鞭以出」至「王入視之」，「王出復語」至「王揖而入」，兩出兩入，遙對作章法。
32.75	去聲， ○靈王被子革一斬，寢食不安者數日。卻未曾斬斷，不能遷善改過。明年，爲棄疾所逼，縊于乾谿。 ○又妝點作結，前後照耀。
32.76	古書有云。
32.77	應不能自克。
32.78	前敍次于乾谿，何等意氣，此以「辱」字結之，最有味。
33.1	昭公二十年 左傳
33.2	Main|子產論政寬猛
33.3	游吉也。
33.4	兩語，是子產治鄭心訣。
33.5	上聲。
33.6	以火喻猛。
33.7	以水喻寬。
33.8	非有德者不能。 ○玩其次字，寬難字，便見寬爲上，不得已而用猛。而用猛正是保民之惠處，此自大經濟人語。
33.9	著不忍二字，便見是婦人之仁，非真能寬也。
33.10	桓。
33.11	蒲。
33.12	取人，劫其財也。萑苻，澤名。
33.13	夫子，謂子產。
33.14	著盡殺二字，便見是酷吏之虐，非善用猛也。
33.15	歎美子產爲政。
33.16	寬猛各有弊，當有以相濟。
33.17	「和」字，從「濟」字看出。
33.18	《大雅·民勞》篇。
33.19	肸。
33.20	止，語辭。汔，其也。康，綏，皆安也。言今民亦勞甚矣，其可以小安之乎。當加惠于京師，以綏安夫諸夏之人。
33.21	引《詩》 釋寬。
33.22	去聲。
33.23	詭隨，謂詭人隨人，心不正者。謹，勅也。式，用也。慘，曾也。言詭隨者不可從，以謹勅不善之人，用遏止此寇虐，而曾不畏明法者。
33.24	引《詩》解猛。
33.25	柔安遠人，使之懷附，而近者各以能進，以安定我王室。
33.26	「平」字，是寬猛相濟處。 ○引《詩》釋和。 ○一時分引釋之，便見政和。是寬猛一時並到，不可偏勝也。
33.27	《商頌·長發》篇。
33.28	求。
33.29	競，強也。絿，急也。優優，和也。遒，聚也。言湯之爲政不太強，不太急，不太剛，不太柔，優優然而甚和，故百種福祿皆遒聚也。
33.30	引《詩》歎和之至，見得和到極處，而寬猛之跡俱化，進一層說。
33.31	以子產之猛爲遺愛，闡微之論。
34.1	哀公元年  左傳
34.2	Main|吳許越成
34.3	扶。
34.4	醉。
34.5	夫椒，吳縣西南太湖中椒山。檇李，今嘉興檇李城。定公十四年，越敗吳于檇李，闔廬傷足而死。至是夫差所謂三年乃報越也。
34.6	勾踐。
34.7	閏上聲。
34.8	膾。
34.9	會稽，越山名。
34.10	痞， ○種，越大夫名。嚭，故楚臣，奔吳爲太宰。寵幸于夫差，故種因之。
34.11	求成于吳。
34.12	云， ○子胥也。
34.13	二字斷。
34.14	上聲。
34.15	人之植德，如植木焉，欲其滋長。人之去惡，如治病然，欲其淨盡。○先徵之格言，重下句。
34.16	歌。
34.17	堯去聲。
34.18	尋。
34.19	去聲， ○過，國名。澆，寒浞子。二斟，夏同姓諸侯。相，啓之孫。羿逐帝相依二斟。寒浞篡羿，因其室，生澆及豷，封澆于過，封豷于戈。浞使澆滅二斟，殺帝相。
34.20	民。
34.21	震， ○后緡相妻，有仍國之女。娠，懷身也。
34.22	自穴逃出，而歸于父母家。
34.23	去聲。
34.24	生遺腹子，是爲少康。
34.25	忌。
34.26	及壯爲有仍牧官之長。惎，毒也。以澆爲毒害，能戒備之。
34.27	椒，澆臣。求少康欲殺之。
34.28	舜後封國。
34.29	庖正，掌膳羞之官。除，免也。賴此以得免其害。
34.30	去聲。
34.31	思，虞君名。以二女妻少康。姚，虞姓。淪，虞邑。
34.32	方十里爲成，五百人爲旅。
34.33	兆，始也。
34.34	收拾夏之遺民，撫循夏之官職。
34.35	牒。
34.36	戲， ○女艾，少康臣。諜，候也。諜候澆之間隙。季杼，少康子。豷，澆弟，以計引誘之。
34.37	滅澆于過，滅豷于戈。
34.38	恢復禹之功績，祀夏祖宗，以配上帝，不失禹之天下。○次證之往事，以申明去疾莫如盡之故。
34.39	兩兩相較，警醒剴切。
34.40	去聲。
34.41	言與越成，是使越豐大，必爲吳難。 ○不可者一。
34.42	一層。
34.43	二層。
34.44	三層。
34.45	四層。
34.46	掌。
34.47	天與不取，故曰違天。
34.48	食，猶食言之食。言欲食此悔，亦無及已。 ○不可者二。
34.49	吳與周同姓。而姬姓之衰，可計日而待。 ○泛一句。
34.50	霸。
34.51	況吳介居蠻夷，而滋長寇讎，自保且不能，安能圖霸。以吳子喜遠功，又以求伯動之。 ○不可者三。
34.52	惑于宰嚭，而使越成。
34.53	生民聚財，富而後教，吳必爲越所滅。而宮室廢壞，當爲汙池。 ○直是目見，非爲懸斷。
35.1	周語上 國語
35.2	Main|祭公諫征犬戎
35.3	西戎也。欲征其不享之罪。
35.4	債。
35.5	甫， ○祭，畿內之國，謀父所封，時爲王卿士。
35.6	貫。
35.7	耀，明也。觀，示也。 ○一句領起全篇。
35.8	戢，聚也。時動，如三時務農，一時講武之謂。威，可畏也。
35.9	玩，黷也。震，懼也。 ○四句，一正一反。以申明不可觀兵之意。
35.10	文，周公之謚。《頌·時邁》之詩，周公所作。
35.11	高。
35.12	載，用也。櫜，韜也。言武王旣定天下，則收斂其干戈，韜藏其弓矢，示不復用也。 ○引證「不觀兵」。
35.13	肆，陳也。時，是也。中國曰夏。允，信也。言武王常求懿美之德，以布陳于中國，信乎王之能保天命也。 ○引證「耀德」。
35.14	茂，勉也。正德者，父慈子孝，兄愛弟恭，夫義婦順，所以正民之德也。如此而民之情性，未有不歸于厚者。
35.15	阜，大也。大其財求，使之衣帛食肉，不飢不寒，所以厚民之生也。
35.16	如工作什器，商通貨財之類。所以利民之用也。 ○三句，兼教養在內。
35.17	如字， ○得教養爲利，失教養爲害。鄉，猶言所在也。明利害之所在，是耀德之實。
35.18	一句，包下修意五句。是不觀兵之實。
35.19	滋，益也。此言「耀德不觀兵」之效。作一頓。下乃轉入周世。
35.20	后稷，舜時農官。父子相繼曰世。謂棄與不窋。
35.21	謂棄爲舜后稷，不窋繼之于夏啓也。
35.22	謂啓子太康。
35.23	棄，廢也。廢稷之官，不復務農。
35.24	質， ○棄之子。周禘祫文武，必先不窋，故通謂之王。
35.25	堯封棄于邰，至不窋失官，去夏而遷于邠。邠西接戎，北近翟。
35.26	業，農業也。
35.27	同纘。
35.28	序，布也。纂，繼也。緒，事也。訓，教也。典，法也。三「其」字，指棄而言。
35.29	三句，承上三句，極寫其「不敢怠業」。
35.30	奕世，累世也。載，承也。忝，辱也。自不窋以後至文王，皆繼其德而弗墜。○已上言周家累世耀德。
35.31	武王亦只是耀德。
35.32	烏故切。
35.33	辛，紂名也。大惡，大爲民所惡。
35.34	商牧，商郊牧野。 ○著「庶民弗忍」四字，便見武王不得已而用兵。
35.35	恤，憂也。隱，痛也。非務武卽不觀兵之謂。勤恤民隱，卽耀德之謂。 ○已上言武王並不觀兵，下乃述邦制，以轉入征犬戎之非。
35.36	一句直貫到底。
35.37	邦內，天子畿內。甸，田也。服，事也。以皆田賦之事，故謂之甸服。王城之外，四面皆五百里也。
35.38	邦外，邦畿之外。侯服者，侯國之服。甸服外四面，又各五百里也。
35.39	侯，侯圻。衛，衛圻。中國之界也。謂之賓者，漸遠王畿，而取賓見之義。侯服外四面，又各五百里也。
35.40	平聲。
35.41	夷蠻去王畿已遠。謂之要者，取要約之義，特羈縻之而已。賓服外四面，又各五百里也。
35.42	戎翟去王畿益遠。以其荒野，故謂之荒服。要服外四面，又各五百里也。 ○一層詳五服之地。
35.43	祭于祖考。
35.44	祀于高曾。
35.45	享于二祧。
35.46	貢于壇墠。
35.47	王，入朝也。世一見。各以其所貴者爲贄。○此言五服佐天子宗廟之供者不同。 ○二層，詳五服之職。
35.48	祭以日至。
35.49	祭以月至。
35.50	享以時至。
35.51	貢以歲至。
35.52	王以終世至。謂朝嗣王，及卽位而來見。 ○三層，言五服之地有遠近，故其供職有疏密。
35.53	鎖一句，前後照應，妙。
35.54	最近者知王意也。
35.55	稍近者聽王言也。
35.56	漸近者申以號令。
35.57	已遠者播以仁聲。
35.58	極遠者誕敷文德。 ○看五修字，便「見耀德」不是一味表暴，有反躬自治意。
35.59	序，謂上五者次序。成，旣修也。刑，法也。見下文。
35.60	士師。
35.61	司馬。
35.62	諸侯承王命往征。
35.63	行使讓者責其過，告者諭以理。 ○此修刑之序。
35.64	辟，怯也。
35.65	此修刑之具。 ○一意寫作兩層，卻不嫌其重複，故妙。
35.66	單承要荒二服。言遠國非近者可比，唯有益自修德，不可加兵，致勞吳民也。
35.67	甸、侯、賓無不至。
35.68	要荒無不至。 ○已上結完先王無觀兵于遠國之事，下方說到穆王身上。
35.69	大畢伯仕，犬戎氏之二君。世終來王，荒服之職也。
35.70	享，賓服之禮。則責犬戎，且示之以兵威。
35.71	頓，壞也。旣廢先王待荒服之訓，恐終王之禮，亦自此壞矣。
35.72	同率。
35.73	樹，立也。惇，厚也。帥，循也。純，專也。固，一也。言犬戎立心惇厚，能率循其先人之德而守國，終于專一，有拒我之備矣。 ○廢先王之訓，則不可伐。有以禦我，則不能伐。是極諫意。
