^:<name=gwgz footnote=ck preload=true>	note
59.范雎	戰國時魏國人，字叔。游說秦昭王得到信用，后任為國相，封于應（今河南寶豐西南），稱應侯。
59.秦王	秦昭襄王嬴則，前306年至前251年在位，秦武王的異母弟，由養母羋（mǐ）八子伙同她的異父弟魏冉擁立為王。封羋八子為宣太后，魏冉為穰（ráng）侯，封宣太后同父弟羋戎為華陽君。前266年廢宣太后，命魏冉，羋戎回到各自封地。
59.屏	使退出。
59.左右	指秦王身邊的人。
59.跪	使雙膝著地。下文的“跽”（jì），長跪，雙膝著地，挺身直腰。
59.呂尚	原是姜姓部落的后代，字子牙。封于呂，又稱呂尚。傳說他垂釣于渭水之濱，周文王和他一見如故，立為太師。太師為軍隊的統帥。后佐武王滅紂，封于齊，為齊國始祖。
59.文王	即周文王，周武王之父。商紂時為西伯，被囚于羑（yǒu）里，釋放后蓄積力量，為建立周王朝奠定了基礎。
59.已	已而，片刻之間。
59.骨肉	比喻父母兄弟子女等親人。
59.漆身	用漆涂身。
59.厲	通“癩”（lài）。這里指人體因中漆毒而生腫癩。
59.被	通“披”，散。
59.五帝	一般指黃帝、顓頊（zhuānxū）、帝嚳（kù）、堯、舜。
59.三王	夏商周三代的開國帝王。夏禹、商湯、周文王與武王。
59.五霸	有不同說法，一般指齊桓公，晉文公、楚莊王、秦穆公、宋襄公。
59.烏獲	秦武王的力士。
59.奔、育	即孟奔（也作“賁”）和夏育，都是衛國的勇士。
59.伍子胥	春秋時楚國人，名員。其父兄被楚平王殺死，他潛逃至吳，佐吳王闔閭伐楚復仇。
59.橐	口袋。這里是動詞。
59.昭關	在今安徽倉山縣西北。
59.菱夫	當是陵水，也稱溧水，在今江蘇溧陽一帶。“菱”是“陵”的借字。“夫”是“水”字之誤。
59.蒲伏	同“匍匐”，爬行。
59.吳市	約指今江蘇溧陽一帶。
59.闔閭	春秋時吳國國君，任用伍子胥攻破楚國后，被越王勾踐打敗，重傷而死。
59.箕子	名胥余，商紂王的叔父，官為太師，封于箕（在今山西太谷東）。紂王拒諫，他便披發佯狂為奴。
59.接輿	春秋時楚國隱者。姓陸，名通。
59.蹶	跌倒。這里是死亡的意思。
59.太后	宣太后羋八子。
59.保傅	這里指左右近臣。
59.宗廟	祭祀祖先的宮室。國君的宗廟的存廢，表示其統治權的延續或滅亡。
59.慁	打擾。
59.幸	寵幸。
60.鄒忌	戰國時齊人，又名“騶忌子”，齊威王時任齊相，輔佐威王改革政治。
60.修	長。這里指身高。
60.眣麗	瀟灑漂亮。眣，通“逸”。一說眣（dié）是日側的樣子，有“光艷”的意思。
60.窺鏡	對著鏡子端詳自己的相貌。
60.威王	戰國時齊國國君，田氏，名因齊。前356年至前320年在位。
60.宮婦	后宮的后妃和宮女。
60.左右	指近侍之臣。
60.間	間隔，斷斷續續。
60.期年	一周年。
60.戰勝于朝廷	意思是把國內的事情辦好，不必用兵就能制服敵國。
61.齊宣王	戰國時齊國國君，齊威王之子，田氏，名辟疆。前319年至前301年在位。
61.顏斶	齊國的隱士。
61.柳下季	又稱柳下惠，即展禽，魯國的賢士。食采邑于“柳下”，“惠”是謚號。
61.壟	墳墓。
61.鎰	古代重量單位，二十兩為一鎰。
61.病	羞辱。
61.太牢	古代帝王、諸侯祭祀社稷時，供品中牛、羊、豕三牲全備為太牢。
61.麗都	華美。
61.太璞	蘊藏著玉的石塊。
61.鄙野	城鎮以外邊遠的地方。
61.祿	祿位。
61.遂	顯達。
61.晚食	推遲吃飯的時間，感到饑餓，才吃得香。
61.安步	從容不迫地步行。
61.自虞	使自己愉快。虞，通“娛”，快樂。
61.歸真反璞	指顏斶恢復了自己本來的隱士面目。
62.馮諼	孟嘗君的門客，又作馮驩。
62.屬	同“囑”，囑托。
62.孟嘗君	戰國時齊國人，姓田，名文。承襲其父的封爵，封于薛（今山東滕縣東南），號孟嘗君。是時為齊相，門下有食客數千人。
62.草具	粗劣的食物。
62.鋏	劍把。這里指劍。
62.比	仿照。據說，孟嘗君將門客分為三等：上客食魚、乘車，中客食魚，下客食菜。
62.駕	指準備車馬。
62.揭	高舉。
62.記	文告。
62.計會	管理和計算財務的工作。
62.責	通“債”，債款。
62.署	簽名。
62.負	辜負，對不起。
62.謝	道歉。
62.是	這個。指國事。
62.憒	昏亂。
62.開罪	得罪。
62.不羞	不以此為羞。
62.合券	驗對債券。古時的契約，由借貸兩方各持其半，作為憑信。對證時，將兩券合一。
62.矯命	假托孟嘗君的命令。
62.外廄	宮外的牲口棚。
62.下陳	臺階下面。
62.拊	通“撫”，撫愛。
62.子	愛之如子。
62.賈利	以商賈的手段謀利。
62.說	通“悅”。
62.期年	一周年。
62.齊王	指齊涽王田地，前300年至前284年在位。齊宣王之子。
62.梁	即魏國。當時魏國都城在大梁（今河南開封市），故稱梁國。
62.梁王	指梁襄王，前318年至前296年在位。
62.上位	指相位。
62.太傅	官名。
62.赍	送物給人。
62.文車	繪有文彩的車子。
62.駟	四匹馬拉的車。二駟，即二乘。
62.祟	災禍。
62.不足為	不值得一說。為，通“謂”。
62.立宗廟于薛	在薛邑建立齊國先王的宗廟。這就可以使孟嘗君的地位更加鞏固。
62.纖	細絲。
62.介	通“芥”，小草。
63.齊王	戰國時齊王田建，齊襄王之子，前264年至前221年在位。
63.趙威后	趙孝成王之母，即《觸龍說趙太后》中的趙太后。
63.問	聘問。
63.發	啟封。
63.恙	這里指災害。
63.說	通“悅”。
63.處士	指有道德才能而隱居不做官的人。
63.鐘離子	齊國處士，復姓鐘離。
63.食	拿東西給人吃。
63.衣	給人衣服穿。
63.不業	不讓他成就功業。
63.葉陽子	齊國處士，復姓葉陽。
63.息	養育。
63.北宮之女嬰兒子	齊國有名的孝女，姓北宮，名嬰兒子。
63.環瑱	泛指女子的裝飾品。環，耳環，手鐲。瑱，作耳飾的玉。
63.不朝	不上朝。按古代婦女有封號的才能上朝。這里實指不給封號。
63.子	動詞，當作子女。
63.於陵	齊邑名，在今山東鄒平東南。
63.子仲	人名。齊隱士。
64.臣	莊辛自稱。莊辛是楚莊王的后代，故以“莊”為姓，后封為成陵君。
64.今楚國雖小	指秦將白起于前278年攻陷郢都（在今湖北江陵縣北），楚頃襄王熊橫流亡成陽（今河南息縣西北）后的情況。
64.絕長續短	即截長補短。
64.虻	類似蠅一類的飛蟲，口有刺，喜蜇牲畜和人。
64.飴	用米麥制成的糖漿。
64.膠	動詞，粘著。
64.仞	古時以七尺或八尺為一仞。
64.因是以	意思是“如同這樣呢”。因，猶，如同。是，這樣。以，同“已”，句末語氣詞。
64.噣	通“啄”。
64.招	靶子，目的物。
64.倏忽	一剎那。按，這句連同下句共十字，疑是倒文，當在“晝游乎茂樹”之前。
64.淹	休息。
64.嚙	咬。
64.衡	通“荇”，水草。
64.六翮	指翅膀。鳥翅一般有六根大羽毛。翮，羽毛的莖。
64.碆	石箭頭。
64.盧	黑色。這里指黑色的弓。
64.矰繳	系有絲繩的箭。繳，系在箭上的絲繩。
64.礛	稅利。
64.磻	通“碆”。
64.抎	通“隕（yǔn）”，落下。
64.鼎鼐	烹飪器。鼐，一種大鼎。
64.蔡靈侯	春秋時蔡國國君。公元前531年，被楚靈王誘殺于申（今河南南陽北）。
64.高陂	高山坡。
64.巫山	山名，今四川巫山縣北。
64.茹溪	水名，在今四川巫山縣東。
64.湘波	指湘水。由湖南零陵流入洞庭湖。
64.嬖女	受寵愛的女子。
64.馳騁	奔馳。
64.高蔡	今河南上蔡縣。
64.子發	春秋時楚大夫。據《左傳》昭公十一年記載，受楚靈王的命令圍上蔡的是公子棄疾，不是子發。
64.州侯	楚頃襄王的寵臣。
64.夏侯	楚頃襄王的寵臣。
64.輦從	跟隨在楚王輦車之后。
64.鄢陵君	與壽陵君：皆楚頃襄王的寵臣。
64.封祿之粟	指封邑所供給的糧食。
64.方府之金	指四方交納給國庫的金銀。
64.云夢	楚國大澤名，在今湖北監利南。
64.穰侯	即秦相魏冉。
64.秦王	指秦昭王。
64.填	指布滿軍隊。
64.黽塞	古關塞名，也稱冥塞。即今河南信陽西南的平靖關。
64.投	扔，驅逐。白起率軍入黽塞，攻陷郢都，故說“內”；頃襄王出奔至咸陽，在黽塞之北，故說“外”。
65.趙太后新用事	公元前266年，趙惠文王死，因其子孝成王年幼，由惠文王之妻趙威后執政。
65.長安君	趙威后幼子的封號。
65.質	抵押。
65.左右	指趙太后身邊的近臣。
65.唾	吐唾沫。
65.觸龍	趙國的左師（官名）。龍原作“詟”，據長沙馬王堆漢墓出土帛書《戰國策縱橫家書》及《史記·趙世家》改。
65.揖	應作“胥”，“胥”同“須”，等待。
65.徐趨	觸龍患腳疾，做出快步走的樣子，但走得很慢。趨，快步走。古時見到尊長時的一種表示。
65.曾	竟然。
65.郄	“郤”（xī）的借字。郤，疲勞。
65.望見	遠遠地望見。這是一種謙恭的說法。
65.輦	古代一種人推人拉的車。
65.鬻	通粥。
65.黑衣	衛士的代稱。當時王宮的衛士皆穿黑色衣服。
65.沒死	冒死。
65.填溝壑	指死，是委婉的說法。
65.媼	對老年婦女的稱呼。
65.燕后	趙威后的女兒，嫁給燕王為妻。
65.持其踵	這是寫送別燕后的情景，她上車后，越威后在車下握著她的腳后跟，舍不得她離去。一說，古代車轅的尾端稱“踵”。
65.必勿使反	一定不要讓她被送回來。古代諸侯的女兒遠嫁別國，只有被廢或亡國才能回本國。反，同“返”。
65.三世以前	指趙肅侯時。三世，三代，指武靈王、惠文王和孝成王三代。
65.趙之為趙	指趙烈侯由晉國的大夫開始建立趙國。
65.王	當作“主”。按，趙國開國之君為趙肅侯，非“王”。
65.奉	通“俸”，俸祿。
65.重器	指金玉珍寶鐘鼎等貴重器物。
65.山陵崩	喻稱國君死亡。這里指趙威后。
65.乘	四馬一車為一乘。
65.子義	趙國的賢士。
66.秦圍趙之邯鄲	事在趙孝成王八年（前258年）。邯鄲：趙國都城，在今河北邯鄲西南。
66.魏安釐王	魏國國君，前276年至前243年在位。釐，通“僖”。
66.晉鄙	魏國的大將。
66.蕩陰	地名，在今河南湯陰，當時是趙魏兩國交界處。
66.客將軍	別國人在此國做將軍，稱客將軍。
66.辛垣衍	姓辛垣，名衍。
66.平原君	趙孝成王之叔，名勝，時為趙相。
66.趙王	即趙孝成王，前265年至前245年在位。
66.前與齊閔王爭強為帝	齊閔王（前300年—前284年在位）于公元前288年與秦昭王相約同時稱帝，閔王稱東帝，昭王稱西帝。后閔王接受蘇代的勸告，廢去帝號，昭王因之也把帝號去掉，即下文所說的“復歸帝”。
66.今齊閔王益弱	“閔王”疑為誤增字。前284年，燕將樂毅率五國聯軍破齊時，閔王已死。秦圍邯鄲時，齊國君主是襄王。
66.秦昭王	秦國國君，姓贏名則。前306年至前251年在位。他多次打敗敵國，奠定了秦統一六國的基礎。
66.魯仲連	又稱魯連。齊國的高士，一生不做官，好為人排難解紛。下文的“東國魯連先生”的“東國”，即指“齊國”，因齊國在趙國東邊。
66.百萬之眾折于外	指秦將白起在前260年大破趙軍于長平（在今山西高平西北），坑趙降卒四十萬。“百萬”是夸大的說法。
66.梁	即指魏國。魏國原都安邑（在夏縣西北），前361年，魏惠王遷都大梁（今河南開封），故魏也稱梁。
66.玉貌	對別人的容貌的敬稱。
66.鮑焦	春秋時隱士，以砍柴、拾橡實為生，后抱樹餓死。一般人誤認為他氣量狹小，僅是為個人而死。其實他是對現實不滿，不是為個人打算。魯仲連舉這個例子是用來回答辛垣衍的。
66.上首功	獎勵作戰時多殺敵人。上，通“尚”，崇尚。首功，斬首之功。
66.過	這里大概是“甚而”、“竟然”的意思。
66.正	通“政”，統治。
66.惡	疑問詞，怎么。
66.齊威王	齊國國君，姓田，名嬰齊。前356年至前320年在位。
66.周烈王	前375年至前369年在位。
66.周	指周顯王，前368年至前321年在位。
66.赴	通“訃”，報喪。
66.天崩地坼	喻指天子死亡。
66.下席	這里指離開原來的宮室，寢于草席上守喪。
66.斫	斬殺。
66.叱嗟	怒斥聲。
66.而	通“爾”，你的。
66.烹醢	古代的一種酷刑。烹，下油鍋。醢，剁成肉醬。
66.說	通“悅”。
66.鬼侯、鄂侯、文王	傳說是商紂王時的三公。
66.子	女兒。
66.好	貌美。
66.辨	通“辯”。爭論。
66.疾	劇烈。
66.脯	古代的一種酷刑。把人殺死后，做成肉干。
66.牖里	也作羑里。地名，在今河南湯陰北。
66.庫	監獄。
66.夷維子	齊人，以邑為姓。夷維，地名，在今山東濰縣。子，男子的美稱。
66.太牢	牛羊豬各一，稱太牢。用十太牢，表示最高的禮儀。
66.筦鍵	鑰匙。筦或作“管”。
66.而聽退朝	當作“退而聽朝”。
66.投其籥	指閉關下鎖，把鑰匙放在他處。籥，通“鑰”。
66.薛	國名，戰國初為齊所滅。在今山東滕縣東南。
66.涂	通“途”。
66.鄒	戰國時小國，在今山東鄒縣。
66.孤	指鄒國的新君，父死稱孤。
66.倍殯柩	把靈柩換到相反的方位。古代以坐北朝南為正位，故國君的靈柩放在北面。天子來吊喪，天子要面向南，這樣就得把靈柩移到坐南朝北的方位。倍：通“背”。
66.飯含	古時殯禮，把粟米放在死人口中稱飯，把玉放在死人口中稱含。
66.三晉	這里指韓、趙、魏三國。晉國本是春秋時的強國，后來分裂為韓、趙、魏。這里稱“三晉”，含有譏諷之意。
66.子女	這里專指女。
66.讒妾	愛說別人壞話的妾婦。
66.公子無忌奪晉鄙軍	公子無忌，即信陵君，魏昭王的少子，魏安釐王的異母弟弟。他為了救趙，托魏王的愛姬如姬盜出兵符，又親自假傳魏王的命令，殺晉鄙奪得兵權。
66.引	撤退。
67.梁王魏嬰	即梁惠王，前369年至前319年在位。嬰，一作“罃”。因魏國國都在惠王時由安邑遷到大梁，所以魏又稱梁。
67.諸侯	指公元前359年來朝見惠王的魯共公、宋剔成、衛成侯和韓釐侯。
